rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80
0,0,0,1,1,1,6,104,36,66,22,36,12,12,4.73299980163574,18.7229995727539,1,15,5.59800004959106,6.88600015640259
0,0,0,0,1,1,14,112,43,66,19,33,14,14,0.377999991178513,14.2690000534058,1,12,5.56099987030029,6.93800020217896
0,0,0,1,1,1,12,107,39,68,18,30,12,12,0.345999985933304,9.73700046539307,1,1,5.69399976730347,7.14799976348877
0,1,1,1,1,1,12,117,36,71,25,34,13,14,4.93300008773804,15.7130002975464,3,12,5.87200021743774,7.03499984741211
0,0,1,1,1,1,12,96,42,66,19,33,12,12,0,8.49400043487549,2,9,5.2979998588562,7.19999980926514
0,0,0,1,1,1,8,97,27,69,18,29,12,12,0.354000002145767,9.92599964141846,1,6,5.91400003433228,6.84100008010864
0,1,0,1,1,0,8,99,29,69,19,30,10,10,2.62800002098083,12.0389995574951,1,2,5.39400005340576,5.92700004577637
0,0,0,0,1,1,8,126,44,70,21,31,14,14,0.906000018119812,10.2840003967285,3,1,5.78399991989136,6.83500003814697
0,0,0,1,1,0,12,109,49,67,25,38,17,17,0.981000006198883,13.081000328064,1,4,5.88600015640259,7.05200004577637
0,0,0,1,1,1,12,119,48,68,21,33,16,16,0.0579999983310699,12.4709997177124,0,1,4.94199991226196,6.43300008773804
0,0,1,1,1,1,12,102,38,73,21,29,16,16,3.14299988746643,10.0310001373291,1,1,5.85799980163574,6.7350001335144
0,0,0,0,1,1,9,105,45,66,24,38,17,18,0,7.26399993896484,1,15,5.35200023651123,6.64499998092651
0,0,0,1,1,0,12,117,40,71,20,29,16,17,0,7.90799999237061,1,5,5.66599988937378,6.375
0,0,0,1,1,1,12,112,40,66,24,38,16,16,3.25,17.2310009002686,4,18,5.93499994277954,7.56199979782104
0,0,0,1,1,1,8,89,28,67,16,29,10,12,0,7.42399978637695,0,3,5.35699987411499,6.96400022506714
0,0,0,0,1,1,12,131,39,70,18,28,12,12,0,7.04300022125244,1,1,5.75899982452393,6.03200006484985
0,0,1,1,1,1,16,114,28,73,20,28,16,16,0.815999984741211,6.48899984359741,0,6,6.29699993133545,7.09200000762939
0,0,0,1,1,1,10,98,35,66,23,37,12,14,4.71199989318848,17.8980007171631,6,2,5.73699998855591,7.05100011825562
0,0,0,1,1,1,12,125,30,71,20,29,13,14,1.36099994182587,10.0069999694824,2,11,6.03999996185303,7.09200000762939
0,0,0,1,1,1,10,100,38,69,25,36,16,18,2.37800002098083,13.3920001983643,1,3,5.83799982070923,6.56699991226196
0,0,0,1,1,1,8,113,26,70,18,28,12,12,0,6.57600021362305,4,3,5.61700010299683,6.74499988555908
0,0,0,1,1,1,10,102,46,68,23,35,16,16,1,13.4969997406006,1,11,5.66300010681152,6.90799999237061
0,0,0,0,1,1,12,82,33,73,23,31,18,18,0.377999991178513,7.30200004577637,5,8,5.43800020217896,6.19500017166138
0,0,1,1,1,1,12,112,47,66,21,35,14,14,1.57500004768372,15.3929996490479,2,4,5.65199995040894,6.90799999237061
1,1,0,1,1,1,8,111,38,73,23,31,16,16,0,10.9029998779297,0,4,5.40299987792969,6.76300001144409
0,0,0,1,1,1,11,96,24,69,19,30,13,13,0,2.78900003433228,1,3,5.2979998588562,7.22599983215332
0,0,0,1,1,1,16,127,48,66,23,37,16,16,1.33299994468689,15.6090002059937,1,12,5.69399976730347,7.36899995803833
0,0,0,1,1,1,8,97,47,67,24,37,14,15,1,13.9890003204346,1,14,6.21500015258789,7.37900018692017
0,1,1,1,1,1,12,120,50,69,25,36,14,14,0.795000016689301,11.8549995422363,2,13,6.61999988555908,8.0319995880127
0,0,0,0,1,1,16,101,41,73,27,35,16,16,0.397000014781952,7.38600015640259,2,9,5.99100017547607,6.80000019073486
0,0,0,1,1,1,12,120,40,66,23,37,14,14,3.33299994468689,15.6520004272461,2,2,5.81099987030029,6.80900001525879
0,0,0,0,1,1,5,110,23,66,18,32,12,12,1.33299994468689,15.1719999313354,3,13,5.82000017166138,6.09700012207031
0,0,0,1,1,1,5,94,35,67,17,30,9,12,0,9.21300029754639,1,0,4.82800006866455,5.66499996185303
0,0,1,1,1,1,17,120,50,70,27,37,16,16,2.26099991798401,12.173999786377,5,15,6.29199981689453,7.27500009536743
0,0,1,1,1,1,8,108,45,66,22,36,12,12,5.37799978256226,19.3740005493164,7,21,5.66300010681152,6.86899995803833
0,0,0,1,1,1,11,103,31,66,19,33,9,12,3.58299994468689,17.1259994506836,1,10,5.84600019454956,6.98000001907349
0,0,1,1,1,1,11,106,36,67,22,35,12,12,1,13.835000038147,6,19,6.01599979400635,7.13100004196167
0,0,0,0,1,1,12,119,37,73,29,37,16,16,0.377999991178513,6.96099996566772,10,18,6.49200010299683,6.95699977874756
0,0,1,1,1,1,8,87,33,71,27,36,12,12,7.28200006484985,17.8209991455078,1,9,5.85799980163574,6.98400020599365
0,0,1,1,1,1,11,121,49,68,22,34,16,17,0,11.6450004577637,1,13,5.46400022506714,6.48299980163574
0,0,0,1,1,1,12,112,33,70,20,30,12,12,0,7.61299991607666,1,10,5.42500019073486,6.65999984741211
0,1,1,1,1,0,12,103,36,71,27,36,12,15,0,8.4350004196167,7,2,6.08199977874756,6.94500017166138
0,0,1,1,1,1,16,99,48,66,23,37,16,16,1.33299994468689,16.238000869751,1,14,5.84600019454956,7.56199979782104
0,0,1,1,1,1,12,101,40,66,23,37,14,15,1.37800002098083,15.2639999389648,3,17,5.75899982452393,7.09200000762939
0,0,1,1,1,1,8,109,41,69,25,36,13,14,0.377999991178513,11.3179998397827,3,14,5.74900007247925,6.80800008773804
0,0,0,1,1,1,12,73,46,68,19,31,12,12,0,6.23699998855591,1,8,5.83500003814697,6.79099988937378
0,1,1,1,1,0,16,116,27,70,21,31,16,16,0.310999989509583,10.1619997024536,1,7,5.78399991989136,6.70599985122681
0,0,0,0,1,1,12,98,42,69,18,29,12,12,0,9.86200046539307,1,2,5.14200019836426,6.69999980926514
1,1,0,1,1,1,14,104,43,70,20,30,13,14,0.328000009059906,5.88000011444092,1,2,5.2979998588562,6.35799980163574
0,0,0,1,1,1,12,78,29,68,19,31,12,14,0,9.00399971008301,0,2,4.92000007629395,6.62799978256226
0,0,1,1,1,1,12,85,39,66,20,34,11,12,2.12800002098083,14.0299997329712,1,1,5.2979998588562,7.05200004577637
0,0,0,1,1,1,12,104,25,68,17,29,12,12,0.453000009059906,12.3850002288818,1,7,5.38000011444092,6.93200016021729
0,0,1,1,1,1,8,109,48,66,23,37,12,12,6.37799978256226,20.2840003967285,8,22,5.75899982452393,6.90899991989136
0,0,0,1,1,1,10,96,33,69,19,30,13,13,0,10.7220001220703,1,12,5.48099994659424,7.11499977111816
0,0,1,1,1,0,12,90,32,66,23,37,12,12,4.33300018310547,17.0319995880127,4,1,5.39400005340576,6.57100009918213
0,0,1,1,1,1,12,103,29,73,24,32,15,15,1.46200001239777,8.39799976348877,2,3,6.15299987792969,6.90799999237061
0,1,1,1,1,1,14,106,41,68,21,33,16,16,0.333000004291534,12.3420000076294,1,13,5.93499994277954,7.63399982452393
0,0,1,1,1,1,14,96,32,73,22,30,16,16,4.2350001335144,11.1079998016357,0,5,6.10500001907349,6.81599998474121
0,1,1,1,1,1,8,114,39,70,20,30,12,12,0.492000013589859,7.75699996948242,2,5,5.2979998588562,6.39699983596802
0,0,0,1,1,1,9,86,33,66,17,31,10,11,0.333000004291534,12.9820003509521,1,1,4.78700017929077,6.85699987411499
1,1,1,1,1,1,13,110,38,73,24,32,16,16,1.75300002098083,8.47999954223633,0,5,6.05200004577637,6.56699991226196
0,0,1,1,1,1,12,87,41,66,24,38,12,12,4.29500007629395,18.2630004882812,7,9,5.85200023651123,7.0479998588562
0,0,0,1,1,1,13,89,31,69,17,28,12,12,0,9.15999984741211,2,5,5.2979998588562,6.90799999237061
0,0,1,1,1,1,8,106,40,67,18,31,12,12,1.76900005340576,14.7489995956421,1,10,5.74300003051758,6.7350001335144
0,0,0,1,1,1,5,100,43,67,19,32,12,12,0.910000026226044,12.2810001373291,1,3,5.47599983215332,5.99100017547607
0,0,1,1,1,1,16,111,38,67,21,34,12,12,4.42799997329712,17.4459991455078,1,14,5.85799980163574,7.06899976730347
0,0,1,1,1,1,12,100,40,66,23,37,12,12,3.51500010490417,17.6200008392334,4,2,5.92700004577637,7.09200000762939
0,0,1,1,1,1,12,114,38,67,20,33,12,12,3.37800002098083,16.3649997711182,4,17,5.66300010681152,7.27400016784668
0,0,1,1,1,1,13,98,45,73,26,34,18,18,0,5.05700016021729,0,1,6.03299999237061,6.28700017929077
0,0,0,1,1,1,9,89,24,68,18,30,11,11,0.795000016689301,12.7950000762939,1,10,5.85799980163574,6.66099977493286
0,0,1,1,1,1,11,74,23,67,17,30,10,10,0.462000012397766,13.418999671936,1,9,5.2979998588562,6.61999988555908
0,0,1,1,0,1,11,130,29,68,26,38,13,13,2.79500007629395,14.3690004348755,3,1,5.7039999961853,6.55100011825562
0,0,1,1,1,1,12,108,51,71,27,36,16,16,0.365000009536743,9.41100025177002,1,4,6.16499996185303,7.20499992370605
0,0,1,1,0,0,10,98,31,66,19,33,12,12,2.33299994468689,16.0939998626709,2,12,5.38899993896484,6.68499994277954
0,0,0,1,1,1,16,125,27,71,21,30,16,16,0.368999987840652,9.30700016021729,1,10,5.95300006866455,7.13100004196167
0,0,1,1,1,1,12,104,29,73,21,29,16,16,0,4.72700023651123,1,8,5.76200008392334,7.00799989700317
0,0,0,0,1,1,8,98,33,69,19,30,12,14,3,11.8190002441406,0,1,5.55700016021729,6.16300010681152
0,0,1,1,0,0,11,104,37,73,25,33,15,15,0,6.06300020217896,3,4,6.03299999237061,6.63600015640259
0,0,0,1,1,1,8,120,33,66,22,36,12,12,4.61700010299683,18.4950008392334,5,19,5.52099990844727,6.86899995803833
0,1,0,0,1,1,8,134,38,67,17,30,12,13,0,9.38599967956543,1,9,5.2979998588562,6.58099985122681
0,0,1,1,1,1,8,92,28,66,20,34,9,9,4.25,18.4099998474121,4,13,5.375,6.68499994277954
0,0,1,1,0,1,13,129,34,73,22,30,16,16,4.5479998588562,11.4700002670288,2,9,5.86600017547607,6.48899984359741
0,0,1,1,0,1,12,118,42,71,27,36,13,14,0,4.34899997711182,7,16,6.19199991226196,7.14699983596802
0,0,0,1,0,0,12,107,37,69,17,28,12,12,0.377999991178513,10.7889995574951,1,7,5.82000017166138,7.17999982833862
0,0,1,1,1,1,12,92,37,66,24,38,12,12,5.46099996566772,19.4060001373291,1,15,5.60599994659424,6.71400022506714
0,0,0,1,1,1,16,118,33,73,21,29,16,16,0.377999991178513,6.45599985122681,0,7,4.82800006866455,7.27400016784668
0,0,1,1,1,1,12,108,38,73,23,31,17,17,0.669000029563904,6.51599979400635,0,3,6.05200004577637,7.24399995803833
0,0,1,1,0,0,12,119,42,66,22,36,12,12,5.33300018310547,19.7350006103516,1,5,5.20900011062622,6.94500017166138
0,0,0,1,0,0,8,109,29,69,18,29,12,12,0.414000004529953,11.4359998703003,1,12,5.50099992752075,6.50400018692017
0,0,1,1,0,0,8,91,41,71,27,36,12,12,9.08600044250488,17.9069995880127,1,10,5.90799999237061,7.00299978256226
0,0,0,1,0,1,12,118,38,69,19,30,14,14,0,8.55200004577637,1,7,5.2979998588562,6.90799999237061
0,0,0,1,0,0,14,119,37,68,18,30,13,13,0,9.13799953460693,1,2,5.37099981307983,6.26000022888184
0,0,0,1,0,0,14,103,33,68,19,31,13,14,1.31400001049042,13.2489995956421,1,13,6.15899991989136,7.01300001144409
0,0,1,1,0,0,12,120,25,73,20,28,16,16,0,6.07200002670288,0,4,5.92700004577637,6.86899995803833
0,0,1,1,1,1,8,122,40,67,21,34,16,18,0,6.16499996185303,1,13,5.0939998626709,6.59100008010864
0,0,0,1,0,1,8,119,35,69,17,28,12,12,0.423000007867813,9.20499992370605,2,5,5.2979998588562,6.53700017929077
0,0,1,1,0,0,9,104,37,71,29,38,11,11,7.31799983978271,14.9440002441406,6,7,6.43800020217896,6.91800022125244
0,1,0,1,0,1,8,96,22,69,18,29,10,11,0.736999988555908,7.13600015640259,0,2,5.40299987792969,6.39699983596802
0,0,1,1,0,0,8,83,36,67,21,34,12,12,2.91400003433228,15.8050003051758,4,17,5.41599988937378,6.3899998664856
0,0,0,1,0,1,10,88,27,69,18,29,12,12,0.462000012397766,9.29699993133545,0,2,5.76800012588501,6.50699996948242
0,0,0,1,0,0,8,96,43,66,22,36,12,12,2.99499988555908,16.882999420166,4,18,5.2979998588562,6.67600011825562
0,1,1,1,1,0,12,123,42,66,24,38,17,17,1.83299994468689,14.3900003433228,2,7,6.00899982452393,7.27400016784668
0,1,1,1,1,1,11,108,43,66,20,34,12,12,2.33299994468689,14.2720003128052,1,8,5.01100015640259,6.50699996948242
0,0,0,1,1,1,12,116,35,73,21,29,16,16,2.5,9.5600004196167,1,8,6.32299995422363,6.77500009536743
0,0,1,1,0,0,16,109,45,68,24,36,18,18,0.907999992370605,12.6999998092651,1,2,5.96600008010864,6.7350001335144
0,0,0,1,1,1,12,97,39,71,22,31,12,13,2.56800007820129,7.63000011444092,1,0,4.94199991226196,6.88199996948242
0,0,0,1,0,0,12,107,34,69,17,28,12,12,1,7.35500001907349,2,3,5.01100015640259,7.10900020599365
0,1,1,1,0,1,12,95,27,71,26,35,12,12,8.02700042724609,16.3969993591309,2,5,5.89400005340576,6.81300020217896
0,0,1,1,1,1,15,109,31,73,22,30,14,15,1.38399994373322,8.32400035858154,2,2,5.73999977111816,6.27899980545044
0,0,1,1,0,0,12,104,36,66,19,33,12,12,1.89999997615814,15.2810001373291,3,11,5.76800012588501,6.61999988555908
0,0,1,1,0,1,12,110,37,66,24,38,12,12,1.66700005531311,15.6719999313354,2,4,5.7039999961853,7.09499979019165
0,0,0,0,1,0,13,94,40,71,27,36,13,13,4.08799982070923,16.7220001220703,1,1,6.17600011825562,6.61399984359741
0,1,1,1,0,0,8,103,38,66,23,37,12,12,2.41599988937378,15.2709999084473,2,1,5.90000009536743,6.80200004577637
0,0,0,1,1,1,8,123,45,66,18,32,12,14,0,8.65200042724609,1,14,5.72700023651123,7.06500005722046
0,0,0,1,0,0,6,113,33,68,19,31,12,12,0.377999991178513,12.246000289917,1,3,5.2979998588562,6.29199981689453
0,0,0,1,0,0,12,100,31,70,20,30,13,14,0,9.2189998626709,1,4,5.13600015640259,6.42199993133545
0,0,0,1,0,1,12,95,39,66,17,31,12,13,0,6.1560001373291,1,2,4.97700023651123,6.81199979782104
0,0,1,1,0,0,8,100,34,66,22,36,12,12,3.83100008964539,17.6959991455078,5,12,5.27299976348877,6.64499998092651
0,0,1,1,1,1,15,108,39,66,23,37,13,13,3.72499990463257,17.4109992980957,4,18,5.67000007629395,6.89200019836426
0,0,1,1,1,1,12,101,47,67,24,37,12,12,0.768999993801117,14.6300001144409,1,12,5.36100006103516,6.72499990463257
0,0,0,0,1,1,12,90,43,66,21,35,12,12,2.25,16.7509994506836,2,10,5.2979998588562,6.77899980545044
0,0,1,1,1,1,8,115,41,66,21,35,12,12,2.94000005722046,16.1650009155273,4,7,5.73699998855591,6.93400001525879
0,0,0,1,1,1,11,84,33,70,19,29,13,13,0.497000008821487,10.3909997940063,1,1,5.36100006103516,6.14200019836426
0,0,1,1,1,1,12,125,44,67,24,37,14,14,0,8.9060001373291,2,0,5.57200002670288,6.46299982070923
0,0,1,1,1,1,11,107,42,66,24,38,12,12,6.33300018310547,21.121000289917,5,14,6.22900009155273,6.94199991226196
0,0,0,0,1,1,8,129,33,68,20,32,13,14,0,8.85799980163574,1,3,5.85799980163574,7.09999990463257
0,0,0,1,1,1,12,98,40,69,19,30,12,12,1.69200003147125,11.0839996337891,1,6,5.92700004577637,6.85599994659424
0,0,0,1,1,1,8,108,41,66,24,38,12,12,5.19000005722046,18.6669998168945,6,20,5.68400001525879,6.8439998626709
1,0,1,1,1,1,2,114,37,73,22,30,16,16,0.779999971389771,7.64900016784668,1,8,6.20499992370605,7.13100004196167
0,0,1,1,0,0,12,111,37,71,25,34,16,18,0,6.14499998092651,1,10,5.66300010681152,6.37400007247925
0,0,0,1,0,0,12,101,29,71,19,28,12,12,0.981000006198883,6.66099977493286,1,6,5.2979998588562,6.54099988937378
0,0,0,0,0,0,12,99,25,66,20,34,12,12,3.08299994468689,17.5009994506836,1,12,4.94899988174438,6.33199977874756
0,0,0,0,0,0,12,75,24,68,18,30,11,12,1.19200003147125,12.289999961853,1,5,5.10599994659424,5.92799997329712
0,0,0,1,0,0,6,91,29,66,24,38,12,12,0,7.31899976730347,1,11,5.78700017929077,6.51200008392334
0,0,1,1,0,0,12,113,38,68,21,33,16,17,0,0.691999971866608,1,13,5.47200012207031,6.48299980163574
0,0,1,1,0,0,8,120,34,71,26,35,12,12,8.44400024414062,16.6900005340576,1,7,5.50099992752075,6.53999996185303
0,0,0,1,1,1,12,98,32,70,19,29,13,14,0.368999987840652,9.79500007629395,1,1,5.52099990844727,7.01300001144409
0,1,1,1,1,1,16,107,31,70,23,33,16,16,0.458000004291534,10.5120000839233,2,1,6.09800004959106,7.22100019454956
0,0,1,1,1,1,12,121,39,73,24,32,18,18,0.38400000333786,7.25,5,13,6.21500015258789,7.1560001373291
0,0,0,1,1,1,12,134,42,67,22,35,15,15,0,15.0570001602173,1,7,5.66300010681152,7.20499992370605
0,0,0,0,1,1,12,120,38,73,21,29,16,16,0.75,7.66300010681152,1,5,6.29699993133545,6.75
0,0,0,0,1,1,12,105,36,70,22,32,15,15,1.01999998092651,9.05500030517578,1,5,5.61700010299683,6.78900003433228
0,0,1,1,1,1,10,121,40,73,26,34,12,12,0,4.56300020217896,3,10,6.30100011825562,7.05700016021729
0,0,1,1,1,1,12,113,29,71,21,30,16,16,0.462999999523163,8.77299976348877,1,0,5.82299995422363,6.36899995803833
0,0,1,1,1,1,12,106,37,71,20,29,12,12,0,4.80100011825562,1,3,5.78399991989136,7.13899993896484
0,0,1,1,1,0,9,104,41,73,27,35,18,18,1.40799999237061,8.31900024414062,5,13,6.60300016403198,6.85300016403198
0,0,0,1,1,1,10,80,23,66,19,33,11,11,0,13.923999786377,1,15,5.61700010299683,7.52299976348877
0,0,0,1,1,1,10,117,28,67,17,30,12,12,1,13.2259998321533,1,2,5.78399991989136,7.36199998855591
0,0,0,0,1,1,12,126,42,73,20,28,16,16,1.38499999046326,10.3489999771118,1,8,5.71400022506714,6.63100004196167
0,0,0,1,1,1,10,112,42,66,22,36,12,12,4.96099996566772,18.9570007324219,1,15,5.57999992370605,7.27400016784668
0,0,0,1,1,1,6,83,20,70,22,32,12,12,3.15599989891052,13.0830001831055,1,11,5.76200008392334,6.21500015258789
0,0,0,1,1,1,6,84,13,67,19,32,10,12,0,12.5590000152588,1,9,4.82800006866455,7.09000015258789
0,0,0,1,1,0,12,109,32,67,18,31,12,12,0.377999991178513,13.0310001373291,1,2,5.98899984359741,7.55999994277954
0,0,0,1,1,1,12,111,25,73,21,29,14,14,0,6.51100015640259,0,7,6.13100004196167,6.52799987792969
0,0,1,1,0,0,12,94,33,66,23,37,12,12,6.46199989318848,20.2859992980957,1,4,5.54899978637695,6.65100002288818
0,0,0,1,0,0,12,96,32,67,17,30,12,16,0,7.28900003433228,1,4,5.7039999961853,5.4520001411438
0,0,0,1,0,0,12,101,33,69,19,30,13,13,0.672999978065491,12.2729997634888,1,10,5.72399997711182,6.88199996948242
0,0,1,1,1,1,12,90,35,68,18,30,11,12,0,13.2600002288818,1,1,5.86899995803833,7.21999979019165
0,1,1,1,1,1,12,120,48,67,24,37,16,16,3.37800002098083,16.2980003356934,4,3,6.22499990463257,7.66699981689453
0,1,0,1,1,1,12,120,38,73,21,29,16,16,2.23099994659424,10.1800003051758,0,1,6.06599998474121,6.55100011825562
0,0,1,1,1,1,8,108,29,66,19,33,12,12,2.37800002098083,16.2360000610352,3,11,5.73699998855591,7.09000015258789
0,0,1,1,1,1,12,99,43,66,22,36,13,13,2.19000005722046,16.1310005187988,4,18,5.76200008392334,7.05700016021729
0,0,1,1,1,1,12,80,31,66,20,34,11,11,2.46199989318848,16.3120002746582,1,15,5.60200023651123,6.59200000762939
0,0,1,1,1,1,10,93,45,66,22,36,11,11,5.33300018310547,17.3929996490479,3,2,5.63100004196167,6.61999988555908
0,0,0,1,1,1,11,118,43,69,21,32,13,15,0.377999991178513,11.0790004730225,1,3,5.52099990844727,7.01300001144409
0,0,0,1,1,1,12,115,31,67,18,31,11,12,1,11.8339996337891,1,8,5.50500011444092,6.43800020217896
0,0,0,1,1,1,10,119,28,73,22,30,16,16,3.73900008201599,10.6300001144409,0,5,5.2979998588562,7.09000015258789
0,0,0,1,1,1,12,94,39,67,19,32,12,12,0,8.01900005340576,1,1,5.50099992752075,7.34000015258789
0,0,1,1,1,1,13,109,42,73,26,34,16,16,4.84200000762939,11.7569999694824,0,9,5.94299983978271,7.05100011825562
0,0,0,0,1,0,14,104,37,68,21,33,13,13,2.37800002098083,10.423999786377,1,0,5.08099985122681,5.73699998855591
0,0,0,1,0,0,7,89,21,67,17,30,11,12,1.0900000333786,14.0480003356934,1,4,4.82800006866455,6.41300010681152
0,0,0,1,0,0,12,101,28,66,22,36,12,12,2.35400009155273,16.306999206543,3,17,5.52099990844727,7.46700000762939
0,1,0,0,0,1,12,96,34,71,22,31,16,16,0,8.73400020599365,1,1,5.7039999961853,6.90799999237061
0,0,1,1,0,0,9,109,48,66,22,36,12,12,1.58299994468689,14.1750001907349,1,1,5.06300020217896,5.85799980163574
0,0,1,1,0,0,4,94,38,66,23,37,12,12,3.08299994468689,17.0629997253418,4,18,5.37099981307983,6.6399998664856
0,0,0,1,0,0,6,115,34,66,20,34,12,12,1.47300004959106,15.3039999008179,2,2,5.52099990844727,6.67199993133545
0,0,1,1,0,0,8,92,41,66,24,38,12,12,2.16100001335144,16.0610008239746,3,17,5.64900016784668,6.70699977874756
0,0,0,1,0,0,11,71,32,67,17,30,9,9,0.518999993801117,11.7829999923706,1,1,5.46000003814697,6.16699981689453
0,0,1,1,0,0,12,130,39,66,19,33,11,14,0,14.6339998245239,1,1,4.88299989700317,6.8439998626709
0,0,0,1,0,1,12,119,38,70,22,32,16,16,0.228000000119209,9.68200016021729,1,4,5.84600019454956,7.64900016784668
0,0,0,1,1,1,10,74,24,66,18,32,9,12,0.462000012397766,14.3889999389648,1,3,4.8600001335144,5.85799980163574
0,0,1,1,1,1,10,124,23,73,20,28,15,15,3.75399994850159,10.6120004653931,1,8,6.03299999237061,7.09200000762939
0,0,1,1,0,0,12,94,29,71,22,31,14,15,0.456999987363815,9.36200046539307,1,4,5.2979998588562,6.10900020599365
0,0,1,1,0,0,12,120,44,71,28,37,16,16,6.36299991607666,16.2730007171631,4,13,5.50099992752075,6.96400022506714
0,0,1,1,1,1,8,96,40,66,23,37,11,11,1.54499995708466,15.4069995880127,1,15,5.75899982452393,6.90799999237061
0,0,0,1,1,1,12,98,42,69,17,28,12,12,0.423000007867813,11.2130002975464,1,9,5.2979998588562,6.86499977111816
0,0,0,1,0,0,9,109,44,66,19,33,12,14,2.33299994468689,16.2810001373291,2,5,5.19799995422363,7.37799978256226
0,0,0,0,1,0,12,100,39,73,22,30,17,18,0,5.80700016021729,0,5,6.20100021362305,6.40700006484985
0,0,0,1,0,1,11,101,25,68,18,30,12,12,0.537999987602234,12.6529998779297,1,1,5.2519998550415,6.23699998855591
0,1,1,1,0,1,12,111,40,69,21,32,16,16,0.166999995708466,11.0550003051758,1,12,6.17399978637695,7.2519998550415
0,0,1,1,0,1,8,106,38,69,26,37,16,16,2.98099994659424,14.7279996871948,5,11,6.13299989700317,7.20499992370605
0,0,1,1,0,0,12,102,37,66,23,37,12,12,1.12800002098083,15.0749998092651,2,16,5.7039999961853,7.32800006866455
0,0,0,1,0,0,12,115,28,71,21,30,14,14,0.74099999666214,9.31700038909912,1,10,5.84600019454956,6.98000001907349
0,0,1,1,0,1,10,99,37,70,18,28,12,12,1.38699996471405,11.3319997787476,1,11,6.21500015258789,7.09000015258789
0,0,1,1,0,1,11,118,48,66,22,36,16,16,1.33299994468689,15.2370004653931,2,1,5.55700016021729,7.22800016403198
0,0,0,1,1,0,13,132,37,69,22,33,13,13,0,7.64599990844727,1,2,5.77799987792969,6.77299976348877
0,0,0,1,1,1,12,108,26,68,18,30,13,13,0.333000004291534,11.1660003662109,1,9,5.75899982452393,6.43800020217896
0,0,0,1,1,1,14,98,40,66,19,33,12,12,2.16599988937378,16.9759998321533,2,2,5.54500007629395,7.13100004196167
0,0,0,1,1,1,8,111,44,66,22,36,12,13,6.08300018310547,20.3589992523193,1,12,5.55299997329712,6.98699998855591
0,0,1,1,1,0,8,79,36,66,24,38,11,11,4.35599994659424,17.9409999847412,4,3,5.41200017929077,6.54099988937378
0,0,0,1,0,0,12,97,29,68,19,31,12,12,1,11.0970001220703,1,11,5.2979998588562,6.58900022506714
0,0,1,1,0,0,12,99,49,66,24,38,15,15,2.33299994468689,16.2830009460449,1,15,4.65399980545044,6.42199993133545
0,0,0,1,1,1,12,101,33,73,23,31,16,16,0,5.2810001373291,0,7,5.7039999961853,6.81699991226196
0,0,0,1,0,0,12,120,45,66,22,36,17,17,0,3.90300011634827,2,10,5.39400005340576,6.78399991989136
0,0,0,1,1,1,8,97,33,69,18,29,12,12,0.377999991178513,10.3570003509521,2,4,5.2979998588562,6.5479998588562
0,0,1,1,0,0,8,106,34,67,23,36,12,12,4.74700021743774,16.6979999542236,5,18,4.98999977111816,6.68400001525879
0,0,0,0,0,0,12,131,44,71,21,30,16,16,0.477999985218048,8.92500019073486,2,3,6.17600011825562,6.69999980926514
0,0,1,1,0,1,12,93,32,66,20,34,10,11,2.04500007629395,16.1009998321533,1,14,5.50099992752075,6.90799999237061
0,0,0,0,0,0,8,79,23,68,20,32,12,12,0.377999991178513,11.4230003356934,1,3,5.7039999961853,6.30900001525879
0,0,0,1,1,1,11,100,38,66,17,31,12,12,0.377999991178513,12.6339998245239,1,15,5.7039999961853,7.17000007629395
0,0,0,1,1,1,9,107,30,70,23,33,16,16,0.815999984741211,9.29500007629395,1,8,6.19600009918213,6.82800006866455
0,0,1,1,1,0,12,105,22,69,19,30,12,12,0.377999991178513,11.2840003967285,1,9,5.70699977874756,6.58099985122681
0,0,1,1,0,0,12,114,25,71,22,31,12,12,5.30200004577637,15.1979999542236,5,14,5.84100008010864,6.70300006866455
0,0,1,1,0,0,8,116,36,69,27,38,12,12,9.37800025939941,20.3439998626709,1,2,5.66300010681152,6.39699983596802
0,0,1,1,1,1,11,104,41,66,23,37,12,12,5.25,17.8819999694824,4,7,5.18200016021729,7.00299978256226
0,0,0,1,1,1,9,85,48,66,21,35,12,12,3.58299994468689,17.5709991455078,5,19,5.7039999961853,6.96400022506714
0,0,0,1,1,1,9,93,46,68,18,30,12,12,2.83299994468689,14.78600025177,1,1,5.83500003814697,6.86899995803833
0,0,1,1,0,0,8,100,40,66,23,37,10,12,0,5.13299989700317,1,9,5.84600019454956,6.07100009918213
0,0,0,0,1,1,12,88,36,71,23,32,16,16,0.433999985456467,9.27700042724609,1,10,5.90000009536743,7.25600004196167
0,0,1,1,0,1,12,93,32,73,21,29,12,12,4.44399976730347,11.3269996643066,0,9,6.18400001525879,6.90799999237061
0,0,0,1,0,0,12,98,26,68,20,32,12,13,1.79499995708466,13.7119998931885,1,5,5.15299987792969,6.21500015258789
0,0,1,1,0,1,12,110,35,73,20,28,14,14,1.89199995994568,8.29899978637695,3,5,5.2979998588562,6.68499994277954
0,0,0,1,0,0,11,94,38,67,20,33,14,14,0.634999990463257,11.9200000762939,1,10,4.60500001907349,6.61999988555908
